"CODE","CHAPITRE","SOUS-CHAPITRE","COEFFICIENT B","DATE CREATION","LIBELLE","ENTENTE PREALABLE","REMBOURSEMENT 100%","NBR MAXI DE CODE","N° REGLE SPECIFIQUE","REF INDICATION MEDICALE","ACTES RESERVES","INITIATIVE BIOLOGISTE","CONTINGENCE TECHNIQUE","R.M.O.","EXAMEN SANGUIN","DERNIERE DATE EFFET","CODES INCOMPATIBLES"
332,14,0,55,01/01/1996,"PHENITOINE (DIPHENYL-HYDANTOINE, DIHYDAN, ...)",,,1,,,,,6,,"1",11/02/2011,
333,14,0,55,01/01/1996,"PHENOBARBITAL (GARDENAL, ...)",,,1,,,,,6,,"1",11/02/2011,1670
1670,14,0,140,01/01/1996,"PRIMIDONE (MYSOLINE) + PHENOBARBITAL (GARDENAL)",,,1,,,,,6,,"1",01/01/1996,333
1671,14,0,120,01/01/1996,"ANTIEPILEPTIQUE NON NOMMEMENT INSCRIT A LA NABM (SANG)",,,,,,,,6,,"1",27/03/1997,
671,14,0,120,14/02/1997,"ANTIEPILEPTIQUE NON INSCRIT A LA NABM (DANS UN AUTRE LIQUIDE BIOL QUE LE SANG)",,,,,,,,6,,,27/03/1997,
1672,14,0,70,01/01/1996,"BARBITURIQUES : RECHERCHE (SANG)",,,,,,,,6,,"1",27/03/1997,1674
672,14,0,70,14/02/1997,"BARBITURIQUES : RECHERCHE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,,,,6,,,27/03/1997,674
1673,14,0,120,01/01/1996,"BARBITURIQUES (SAUF PHENOBARBITAL) : DOSAGE (SANG)",,,,,,,,6,,"1",27/03/1997,1674
673,14,0,120,14/02/1997,"BARBITURIQUES (SAUF PHENOBARBITAL) : DOSAGE DANS UN AUTRE LIQ BIOL QUE LE SANG",,,,,,,,6,,,27/03/1997,674
1674,14,0,190,01/01/1996,"BARBITURIQUES : RECHERCHE ET DOSAGE (SANG)",,,,,"1",,,6,,"1",27/03/1997,"1672-1673"
674,14,0,190,14/02/1997,"BARTURIQUES : RECHERCHE ET DOSAGE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,"1",,,6,,,27/03/1997,"672-673"
327,14,0,65,01/01/1996,"DIGOXINE OU DIGITOXINE (DIGITALINE)",,,1,,,,,6,,"1",01/04/2017,
1675,14,0,70,01/01/1996,"DISOPYRAMIDE (ISORYTHM, RYTHMODAN)",,,1,,,,,6,,"1",01/01/1996,
1676,14,0,70,01/01/1996,"LIDOCAINE (XYLOCAINE, ...)",,,1,,,,,6,,"1",01/01/1996,
1677,14,0,70,01/01/1996,"QUINIDINE OU HYDROQUINIDINE (SERECOR, NATISEDINE, CARDIOQUINE, LONGACOR)",,,1,,,,,6,,"1",01/01/1996,
1678,14,0,120,01/01/1996,"ANTIARYTHMIQUES NON NOMMEMENT INSCRITS A LA NABM",,,,,,,,6,,"1",01/01/1996,
1679,14,0,60,01/01/1996,"ALUMINIUM (AL) (SANG)",,,,,,,,6,,"1",27/03/1997,
679,14,0,60,14/02/1997,"ALUMINIUM (AL) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,,,,6,,,27/03/1997,
565,14,0,60,01/01/1996,"PLOMB (PB , PLOMBEMIE) (SANG)",,,,,,,,6,,"1",27/03/1997,
566,14,0,60,14/02/1997,"PLOMB (PB) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,,,,,,6,,,27/03/1997,
1680,14,0,35,01/01/1996,"OXYDE DE CARBONE DU SANG (CO)",,,1,,,,,6,,"1",01/01/1996,
557,14,0,20,01/01/1996,"LITHIUM (LI , LITHIEMIE , LI SERIQUE , LI ERYTHROCYTAIRE) (SANG)",,,2,,,,,6,"1","1",30/03/1997,
567,14,0,20,14/02/1997,"LITHIUM (LI) DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG",,,2,,,,,6,,,27/03/1997,
537,14,0,65,01/01/1996,"BENZENE",,,1,,,,,6,,"1",01/01/1996,
534,14,0,30,01/01/1996,"ALCOOL (ETHYLIQUE OU METHYLIQUE)",,,1,,,,,6,,"1",11/02/2011,
1690,14,0,300,01/07/1999,"CORPS ASBESTOSIQUES (PARENCH. PULM., LBA, EXPECTORATION)",,,,,,,,,,,12/07/1999,
1691,14,0,200,22/10/2010,"RECHERCHE ALLELE HLA-B*5701",,"1",1,,"1","1",,3,,"1",15/03/2011,
4101,16,1,150,01/01/1996,"GENOME (ADN) : MYCOBACTERIES HYBRID MOLEC : DIAG D'ESPECE ET IDENT",,,,,,,"1",6,,,30/07/1997,"243-244"
4102,16,1,250,01/01/1996,"GENOME (ADN) : MYCOBACTERIES HYBRID MOLEC DANS TISSUS ET LCR",,,,,"1",,,6,,,30/07/1997,
4120,16,2,150,01/01/1996,"GENOME (ADN) : VIRUS DE L'HEPATITE B (VHB): HYBRIDATION MOLECULAIRE",,,1,,"1",,,6,"1","1",30/03/1997,
4122,16,2,200,13/10/1997,"GENOME (ARN) VIH - 1 : CHARGE VIRALE",,"1",1,,"1",,,6,,"1",01/04/2017,
4128,16,2,240,06/11/2008,"GENOME (ARN) VIH - 1 DANS PLASMA SEMINAL ET/OU FRACTION FINALE SPERMATOZOIDES",,"1",2,,"1",,,7,,,25/12/2008,
805,16,2,1100,22/12/2004,"VIH : RESISTANCE GENOTYPIQUE AUX ANTIRETROVIRAUX (INHIBITEURS ENZYMATIQUES)",,"1",1,,"1",,,6,,"1",31/01/2005,
806,16,2,550,22/12/2004,"VIH : RESISTANCE GENOTYPIQUE AUX ANTIRETROVIRAUX (INHIBITEURS DE FUSION,...)",,"1",1,,"1",,,6,,"1",31/01/2005,
4123,16,2,180,07/02/2001,"GENOME (ARN) VIRUS DE L'HEPATITE C (VHC) : HYBRID MOLEC : DETECTION QUALITATIVE",,"1",1,,"1",,,6,"1","1",04/07/2006,"4124-4125"
4124,16,2,200,07/02/2001,"GENOME (ARN) VIRUS DE L'HEPATITE C (VHC) CHARGE VIRALE : DETECTION QUANTITATIVE",,"1",1,,"1",,,6,"1","1",01/04/2017,4123
4125,16,2,350,07/02/2001,"GENOTYPAGE DU VHC : BIOLOGIE MOLECULAIRE",,"1",1,,"1",,,6,"1","1",04/07/2006,"4123-4126"
4126,16,2,200,07/02/2001,"SEROTYPAGE DU VHC : METHODE IMMUNOLOGIQUE",,"1",1,,"1",,,6,"1","1",14/03/2001,4125
4118,16,2,180,22/12/2004,"VHD : DETECTION QUALITATIVE ARN VIRAL",,,1,,"1",,,6,,"1",31/01/2005,4119
4119,16,2,220,22/12/2004,"VHD : DETECTION QUANTITATIVE ARN VIRAL",,,1,,"1",,,6,,"1",31/01/2005,4118
4127,16,2,120,06/02/2004,"PAPILLOMAVIRUS HUMAINS ONCOGENES (HPV) GENOME VIRAL",,,1,,"1",,,7,,,01/04/2017,24
4001,17,1,500,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ORIENTATION : PROFILS METABOLIQUES",,"1",,,,"1",,,,"1",05/04/1996,
4002,17,1,120,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ORIENTATION : DOSAGE METABOLITE",,"1",,,,"1",,,,"1",05/04/1996,
4003,17,1,650,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ORIENT : IMMUNOCHIMIE PROT OU METAB SUR CELL",,"1",,,,"1",,,,"1",05/04/1996,
4010,17,1,1000,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ETUDE D'UN METABOLISME IN VITRO",,"1",1,,,"1",,,,"1",05/04/1996,
4011,17,1,100,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ENZ : SUBSTRAT NON ISOTOPIQUE - 1 ACTIVITE",,"1",5,,,"1",,,,"1",05/04/1996,
4012,17,1,500,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ENZ SUBSTRAT NON ISOTOPIQUE (TECHN. COMPLEXE)",,"1",1,,,"1",,,,"1",05/04/1996,
4013,17,1,1200,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : ENZ (SUBSTRAT ISOTOPIQUE)",,"1",1,,,"1",,,,"1",05/04/1996,
4020,17,1,100,05/04/1996,"DPN PROPREMENT DIT : ALPHA FOETO PROTEINE",,"1",1,,,"1",,,,"1",05/04/1996,
4021,17,1,150,05/04/1996,"DPN PROPREMENT DIT - ACETYLCHOLINESTERASE AVEC ELECTROPHORESE",,"1",1,,,"1",,,,"1",05/04/1996,
4022,17,1,100,05/04/1996,"DPN PROPREMENT DIT : ACTIVITE ENZ : TYPE PHOSPHATASE ALCALINE",,"1",1,,,"1",,,,"1",05/04/1996,
4023,17,1,250,05/04/1996,"DPN PROPREMENT DIT : EXPLORATION THYROIDIENNE",,"1",,,,"1",,,,"1",05/04/1996,
4024,17,1,200,05/04/1996,"DPN PROPREMENT DIT : MEDICAMENT",,"1",,,,"1",,,,"1",05/04/1996,
4025,17,1,150,05/04/1996,"DPN PROPREMENT DIT : MARQUEUR TUMORAL",,"1",,,,"1",,,,"1",05/04/1996,
4026,17,1,1000,05/04/1996,"DPN PROPREMENT DIT : ETUDE METABOLIQUE GLOBALE SUR CELLULES",,"1",1,,,"1",,,,"1",05/04/1996,
4027,17,1,500,05/04/1996,"DPN PROPREMENT DIT : ETUDE ENZ SUR CELLULES (SUBSTRAT NON ISOTOPIQUE)",,"1",1,,,"1",,,,"1",05/04/1996,
4028,17,1,1200,05/04/1996,"DPN PROPREMENT DIT : ETUDE ENZ SUR CELLULES (SUBSTRAT ISOTOPIQUE)",,"1",1,,,"1",,,,"1",05/04/1996,
4030,17,1,1250,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : CULTURES CELLULAIRES",,"1",1,,,"1",,,,"1",05/04/1996,4031
4031,17,1,1000,05/04/1996,"DPN PROPREMENT DIT : CULTURES CELLULAIRES",,"1",1,,,"1",,,,"1",05/04/1996,4030
4033,17,2,500,05/04/1996,"DPN : C. INDEX - ET. FAMILIALE : MAL. HEREDITAIRES METABOLIQUES",,"1",,,,"1",,,,,05/04/1996,4034
4034,17,2,700,05/04/1996,"DPN PROPREMENT DIT : MAL. HEREDITAIRES METABOLIQUES",,"1",,,,"1",,,,,05/04/1996,4033
4040,17,2,200,05/04/1996,"DPN : ET. FAMILIALE : MUCOVISCIDOSE : 2 MUTATIONS, DONT DELTA F 508",,"1",1,,,"1",,,,,05/04/1996,"4041-4042"
4041,17,2,400,05/04/1996,"DPN : ET. FAMILIALE : MUCOVISCIDOSE : PLUS DE 2 MUTATIONS",,"1",1,,,"1",,,,,05/04/1996,"4040-4042"
4042,17,2,500,05/04/1996,"DPN : ET. FAMILIALE : MUCOVISCIDOSE : POLYMORPHISME DE L'ADN",,"1",1,,,"1",,,,,05/04/1996,"4040-4041"
4044,17,2,400,05/04/1996,"DPN PROPREMENT DIT : MUCOVISCIDOSE : DELTA F 508",,"1",1,,,"1",,,,,05/04/1996,"4045-4046"
4045,17,2,600,05/04/1996,"DPN PROPREMENT DIT : MUCOVISCIDOSE : AUTRES MUTATIONS QUE DELTA F 508",,"1",1,,,"1",,,,,05/04/1996,"4044-4046"
4046,17,2,700,05/04/1996,"DPN PROPREMENT DIT  : MUCOVISCIDOSE : POLYMORPHISME DE L'ADN",,"1",1,,,"1",,,,,05/04/1996,"4044-4045"
4050,17,2,500,05/04/1996,"DPN : ET. FAMILIALE : X FRAGILE",,"1",1,,,"1",,,,,05/04/1996,4051
4051,17,2,700,05/04/1996,"DPN PROPREMENT DIT : X FRAGILE",,"1",1,,,"1",,,,,05/04/1996,4050
4052,17,2,500,05/04/1996,"DPN : ET. FAMILIALE : MYOPATHIES DUCHENNE ET BECKER",,"1",,,,"1",,,,,05/04/1996,4053
4053,17,2,700,05/04/1996,"DPN PROPREMENT DIT : MYOPATHIES DUCHENNE ET BECKER",,"1",,,,"1",,,,,05/04/1996,4052
4054,17,2,600,05/04/1996,"DPN : DREPANOCYTOSE",,"1",1,,,"1",,,,,05/04/1996,
4055,17,2,400,05/04/1996,"DPN : BETA THALASSEMIE MAJEURE (2 MUTATIONS)",,"1",1,,,"1",,,,,05/04/1996,"4056-4057"
4056,17,2,600,05/04/1996,"DPN : BETA THALASSEMIE MAJEURE (+ DE 2 MUTATIONS)",,"1",1,,,"1",,,,,05/04/1996,"4055-4057"
4057,17,2,700,05/04/1996,"DPN : BETA-THALASSEMIE : POLYMORPHISME DE L'ADN",,"1",1,,,"1",,,,,05/04/1996,"4055-4056"
4058,17,2,500,05/04/1996,"DPN : ALPHA-THALASSEMIE AVEC ANTECEDENTS FAMILIAUX CONNUS",,"1",1,,,"1",,,,,05/04/1996,4059
4059,17,2,700,05/04/1996,"DPN : ALPHA-THALASSEMIE SANS ANTECEDENTS FAMILIAUX CONNUS",,"1",1,,,"1",,,,,05/04/1996,4058
4080,17,2,500,05/04/1996,"DPN : ET. FAMILIALE : HEMOPHILIES",,"1",,,,"1",,,,,05/04/1996,4081
4081,17,2,700,05/04/1996,"DPN PROPREMENT DIT : HEMOPHILIES",,"1",,,,"1",,,,,05/04/1996,4080
4082,17,2,500,05/04/1996,"DPN : ET. FAMILIALE : AUTRES AFFECTIONS GENETIQUES",,"1",,,,"1",,,,,05/04/1996,4083
4083,17,2,700,05/04/1996,"DPN PROPREMENT DIT : AUTRES INFECTIONS GENETIQUES",,"1",,,,"1",,,,,05/04/1996,4082
4060,17,3,300,05/04/1996,"DPN : TOXOPLASME : CULTURE CELLULAIRE",,"1",1,,,"1",,,,"1",05/04/1996,4062
4061,17,3,300,05/04/1996,"DPN : TOXOPLASME : INOCULATION A SOURIS",,"1",1,,,"1",,,,"1",05/04/1996,4062
4062,17,3,500,05/04/1996,"DPN : TOXOPLASME : CULTURE CELLULAIRE + INOCULATION A SOURIS",,"1",1,,,"1",,,,"1",05/04/1996,"4060-4061"
4063,17,3,600,05/04/1996,"DPN : RECHERCHE DE L'ADN TOXOPLASMIQUE",,"1",1,,,"1",,,,"1",05/04/1996,
4064,17,3,150,05/04/1996,"DPN : CYTOMEGALOVIRUS (CMV) : CULTURE",,"1",1,,,"1",,,,"1",05/04/1996,
4065,17,3,600,05/04/1996,"DPN : RECHERCHE DE L'ADN DU CYTOMEGALOVIRUS (CMV)",,"1",1,,,"1",,,,"1",05/04/1996,
4066,17,3,600,05/04/1996,"DPN : RECHERCHE DE L'ADN DU VIRUS DE LA VARICELLE",,"1",1,,,"1",,,,"1",05/04/1996,
4067,17,3,150,05/04/1996,"DPN : RUBEOLE : CULTURE",,"1",1,,,"1",,,,"1",05/04/1996,
4068,17,3,150,05/04/1996,"DPN : RUBEOLE : INTERFERON",,"1",1,,,"1",,,,"1",05/04/1996,
4069,17,3,450,05/04/1996,"DPN : RECHERCHE DE L'ARN DU VIRUS DE LA RUBEOLE",,"1",1,,,"1",,,,"1",05/04/1996,
4070,17,3,600,05/04/1996,"DPN : RECHERCHE DE L'ADN DU PARVOVIRUS",,"1",1,,,"1",,,,"1",05/04/1996,
4075,17,4,700,05/04/1996,"DPN : DEFICIT IMMUNOLOGIQUE (ADENOSINE DEAMINASE)",,"1",1,,,"1",,,,"1",05/04/1996,
4076,17,4,400,05/04/1996,"DPN : ALLOIMMUNISATION FOETO-MATERNELLE",,"1",1,,,"1",,,,"1",05/04/1996,
4077,17,4,600,05/04/1996,"DPN : ALLOANTICORPS RESPONSABLE ANEMIE OU THROMBOPENIE",,"1",1,,,"1",,,,"1",05/04/1996,
4095,17,5,1500,05/04/1996,"DPN : DEFICIT CONGENITAL EN FACTEUR DE L'HEMOSTASE (VIII , IX , W, PROT C, S..)",,"1",,,,"1",,,,"1",05/04/1996,
4096,17,5,1500,05/04/1996,"DPN : ANOMALIE DES PLAQUETTES (GLANZMANN ...)",,"1",,,,"1",,,,"1",05/04/1996,
4097,17,5,500,05/04/1996,"DPN : PURPURA THROMBOPENIQUE IDIOPATHIQUE (PTI)",,"1",,,,"1",,,,"1",05/04/1996,
4006,17,6,170,28/10/2009,"DPN : TRISOMIE 21 FOETALE : DEPISTAGE COMBINE 1ER TRIMESTRE DE LA GROSSESSE",,"1",1,,"1","1",,7,,"1",01/04/2017,7317
4005,17,6,150,28/10/2009,"DPN : TRISOMIE 21 FOETALE : DEPISTAGE SEQUENTIEL INTEGRE AU 2E TRIMESTRE",,"1",1,,"1","1",,7,,"1",01/04/2017,"320-7317-7402"
4004,17,6,120,01/07/1999,"DPN : TRISOMIE 21 FOETALE : DEPISTAGE 2E TRIMESTRE, MARQUEURS SERIQUES MATERNELS",,"1",1,,"1","1",,7,,"1",01/04/2017,"320-7317-7402"
8000,18,0,180,24/01/2007,"HEMOCHROMATOSE : RECHERCHE DE LA MUTATION C 282Y DU GENE HFE1",,,1,,"1","1",,2,,"1",30/04/2007,
5258,19,0,140,22/10/2010,"RECHERCHE BORDETELLA PERTUSSIS ET BORDETELLA PARAPERTUSSIS PAR AMPLIFICATION GEN",,,1,,"1",,"1",3,,,15/03/2011,
5257,19,0,85,30/07/1997,"GENOME : CHLAMYDIA TRACHOMATIS (ADN,ARN) : HYBRID MOLEC AVEC AMPLI GENIQUE",,,1,,"1",,"1",6,,,04/11/2011,"5254-5255-5256"
1307,19,0,40,01/01/1996,"INF. UROGENITALES A CHLAMYDIA TRACHOMATIS : SD",,,1,,"1",,,7,"1","1",04/11/2011,"1308-1309-3307-3308-3309"
5262,19,0,100,25/08/2014,"LEPTOSPIRA DETECTION ADN (DANS 10 PREMIERS JOURS)",,,1,,"1",,,3,,"1",04/09/2014,4718
4718,19,0,40,25/08/2014,"LEPTOSPIRA - RECHERCHE IGM (A PARTIR DE J7)",,,1,,"1",,,7,,"1",04/09/2014,5262
5259,19,0,180,25/08/2014,"VIRUS DU CHIKUNGUNYA - DETECTION ARN (ENTRE J0 ET J7)",,,1,,"1",,,3,,"1",04/04/2016,"5260-5261-5263-5265"
1254,19,0,90,25/08/2014,"VIRUS DU CHIKUNGUNYA - RECHERCHE IGM ET DES IGG (A PARTIR DE J5)",,,1,,"1",,,7,,"1",04/09/2014,3254
3254,19,0,135,25/08/2014,"VIRUS DU CHIKUNGUNYA - RECHERCHE IGM ET DES IGG (A PARTIR DE J5)+EXAMEN ITERATIF",,,1,,"1",,,7,,"1",04/09/2014,1254
5260,19,0,180,25/08/2014,"VIRUS DENGUE - DETECTION ARN (JUSQU'A J7)",,,1,,"1",,,3,,"1",04/04/2016,"4273-5259-5261-5263-5265"
4273,19,0,50,27/08/2010,"DENGUE DETECTION ANTIGENE NS1 (DE J1 A J5)",,,1,,"1",,,,,"1",04/04/2016,"5260-5261-5263-5265"
1255,19,0,90,25/08/2014,"VIRUS DENGUE - IGG ET IGM  (A PARTIR J5)",,,1,,"1",,,7,,"1",04/09/2014,3255
3255,19,0,135,25/08/2014,"VIRUS DENGUE - IGG ET IGM  (A PARTIR J5) + EXAMEN ITERATIF",,,1,,"1",,,7,,"1",04/09/2014,1255
5261,19,0,250,05/03/2014,"VIRUS DENGUE ET CHIKUNGUNYA - DETECTION ARN (JUSQU'A J7)",,,1,,"1",,,7,,"1",04/04/2016,"4273-5259-5260-5263-5265"
5263,19,0,180,05/04/2016,"VIRUS ZIKA DETECTION ARN (ENTRE J0 ET J7) (SANG)",,,1,,"1",,,4,,"1",04/04/2016,"4273-5259-5260-5261-5265"
5264,19,0,180,05/04/2016,"VIRUS ZIKA - DETECTION ARN (ENTRE J0 ET J 10)(URINE)",,,1,,"1",,,4,,,04/04/2016,
5265,19,0,320,05/04/2016,"VIRUS DENGUE-CHIKUNGUNYA-ZIKA-ARN(ENTRE J0 ET J7)(SANG)",,,1,,"1",,,7,,"1",04/04/2016,"4273-5259-5260-5261-5263"
