"CODE","CHAPITRE","SOUS-CHAPITRE","COEFFICIENT B","DATE CREATION","LIBELLE","ENTENTE PREALABLE","REMBOURSEMENT 100%","NBR MAXI DE CODE","N° REGLE SPECIFIQUE","REF INDICATION MEDICALE","ACTES RESERVES","INITIATIVE BIOLOGISTE","CONTINGENCE TECHNIQUE","R.M.O.","EXAMEN SANGUIN","DERNIERE DATE EFFET","CODES INCOMPATIBLES"
215,6,1,80,01/01/1996,"BACTERIE ANAEROBIE NOMMEMENT DESIGNEE : RECH. ISOLEE",,,,,,,,7,,,30/07/1997,
218,6,2,15,01/01/1996,"POLYNUCLEAIRES EOSINOPHILES DANS UNE SECRETION : RECH ISOLEE",,,,,,,,,,,30/07/1997,
219,6,2,15,01/01/1996,"CULOT URINAIRE CYTOLOGIE URINES AVEC ETUDE DES CRISTAUX",,,1,,,,,4,,,30/07/1997,"220-221-5201"
220,6,2,25,01/01/1996,"DEBIT URIN. HEMATIES ET LEUCOCYTES PAR MINUTE (ADDIS, H.L.M,CULOT URIN QUANT)",,,1,,,,,4,,,30/07/1997,"219-221"
221,6,2,25,01/01/1996,"DEBIT URIN. HEMATIES ET LEUCOCYTES PAR MILLILITRE (CULOT URIN QUANT)",,,1,,,,,4,,,30/07/1997,"219-220-5201"
5291,6,2,60,30/07/1997,"RECH ESPECE MICROBIENNE PAR IF (PNEUMOCYSTIS, LEGIONELLA...)",,,,,,,,2,,,15/03/2011,
5292,6,3,60,30/07/1997,"IDENTIF BIOCHIMIQUE ET/OU ANTIGENIQUE D'UNE BACTERIE ANAEROBIE",,,,,,,"1",2,,,12/10/1997,
236,6,3,50,01/01/1996,"ISOL. ET/OU IDENTIF. D'UNE BACTERIE PAR POUVOIR PATHOGENE (ANIMAL)",,,,,,,"1",,,,30/07/1997,
237,6,3,50,01/01/1996,"IDENTIF. D'UNE TOXINE BACTERIENNE PAR TECHN. IMMUNOLOGIQUE",,,,,,,"1",2,,,11/02/2011,
238,6,3,100,01/01/1996,"IDENTIF. D'UNE TOXINE BACTERIENNE : PAR POUVOIR PATHOGENE (ANIMAL)",,,,,,,"1",2,,,30/07/1997,
239,6,3,200,01/01/1996,"TOXINOTYPIE BOTULIQUE",,,,,,"1","1",,,,01/01/1996,
5249,6,3,40,30/07/1997,"SEROTYPAGE D'UNE ESPECE BACTERIENNE",,,,,,,"1",,,,12/10/1997,
5233,6,3,20,16/01/2002,"HELICOBACTER PYLORI : RECUEIL DES DEUX ECHANTILLONS D'AIR EXPIRE",,,1,,"1",,,,,,01/03/2002,
5234,6,3,45,16/01/2002,"HELICOBACTER PYLORI : ANALYSE DES DEUX ECHANTILLONS D'AIR EXPIRE",,,1,,"1",,,5,,,11/02/2011,
5235,6,3,90,25/01/2000,"LEGIONELLA PNEUMOPHILA:RECH. ANTIGENE SOLUBLE UR PAR EIA",,,1,,,,,,,,19/01/2010,
240,6,3,30,01/01/1996,"MYCOBACTERIES : EXAMEN MICROSCOPIQUE",,,,,,,"1",2,,,01/01/1996,
241,6,3,40,01/01/1996,"MYCOBACTERIES : CULT. D'ISOL SUR MILIEU SOLIDE (SAUF A PARTIR PRODUIT SOLIDE)",,,,,,,"1",2,,,30/07/1997,
242,6,3,60,01/01/1996,"MYCOBACTERIES : CULT. D'ISOL SUR MILIEU SOLIDE A PARTIR D'UN PRODUIT SOLIDE",,,,,,,"1",2,,,30/07/1997,
1241,6,3,60,01/01/1996,"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..",,,,,,,"1",2,,,13/08/1997,
1242,6,3,80,01/01/1996,"MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR ORGANE, SANG",,,,,,,"1",2,,,12/10/1997,
243,6,3,40,01/01/1996,"MYCOBACTERIES : IDENTIFICATION BIOCHIMIQUE DE MYCOBACTERIUM TUBERCULOSIS",,,,,,,"1",2,,,11/08/1997,4101
244,6,3,100,01/01/1996,"MYCOBACTERIES : IDENTIF. BIOCH AUTRE QUE MYCOBACTERIUM TUBERCULOSIS",,,,,,,"1",2,,,30/07/1997,4101
5284,6,3,150,30/07/1997,"SPIROCHETES ISOLEMENT BORRELIA PAR CULTURE",,,,,,,,2,,,12/10/1997,
250,6,3,100,01/01/1996,"RICKETTSIALES : EX. DIRECT ET ISOLEMENT",,,1,,,"1",,,,,01/01/1996,
5253,6,3,40,30/07/1997,"MYCOPLASMES : CULTURES SUR MILIEUX SPECIAUX,NUMERATION,CARACTERISATION",,,1,,,,,4,,,12/10/1997,
252,6,4,50,01/01/1996,"EX. MICROBIO. : ISOL ET/OU IDENT LEVURE AUTRE QUE C ALBICANS OU ESPECE FILAM",,,,,,,"1",2,,,30/07/1997,"255-280"
253,6,4,70,01/01/1996,"EX. MYCO ISOLE : IDENTIF DE GENRE LEVURES ET CHAMPIGNONS FILAMENTEUX",,,,,,,,4,,,30/07/1997,
280,6,4,50,01/01/1996,"EX. MYCO ISOLE : IDENTIF.D'ESPECE D'UN CHAMPIGNON AUTRE QUE C. ALBICANS",,,,,,,,4,,,30/07/1997,"252-255"
254,6,4,15,01/01/1996,"MALASSEZIA FURFUR (PITYRIASIS VERSICOLOR)",,,,,,,,,,,30/07/1997,
255,6,4,100,01/01/1996,"EX MYCO ISOLE CHAMPIGNON EXOTIQUE EX DIRECT ET CULTURE",,,,,,,,2,,,30/07/1997,"252-280"
256,6,4,75,01/01/1996,"EX MYCO ISOLE CHAMPIGNON EXOTIQUE SUR COUPE D'ORGANE",,,,,,,,2,,,30/07/1997,
257,6,4,500,01/01/1996,"EX MYCO ISOLE CHAMPIGNON EXOTIQUE : INOCUL A ANIMAL ET RETROCULTURE",,,,,,,,2,,,30/07/1997,
286,6,5,95,01/01/1996,"EX. PARASITO. DES SELLES AVEC 2 METHODES DE CONCENTRATION",,,1,,,,,7,,,30/07/1997,"259-287-288"
287,6,5,60,01/01/1996,"EX. PARASITO. DES SELLES AVEC 1 METHODE   DE CONCENTRATION",,,,,,,,7,,,30/07/1997,286
259,6,5,50,01/01/1996,"EX. PARASITO. SELLES EMISES AU LABO (PROTOZOAIRES)",,,,,,,,7,,,30/07/1997,"262-286-288"
288,6,5,145,01/01/1996,"EX. PARASITO. SELLES EMISES AU LABO (0259 + 0286)",,,1,,,,,7,,,30/07/1997,"259-262-286"
289,6,5,50,01/01/1996,"AMIBES : CULTURE SUR SELLES EMISES AU LABORATOIRE",,,,,,,"1",7,,,30/07/1997,
290,6,5,60,01/01/1996,"CRYPTOSPORIDIUM : RECH. SUR SELLES FRAICHEMENT EMISES",,,,,,,,7,,,30/07/1997,
262,6,5,50,01/01/1996,"AMIBES : RECH. DANS MUCUS RECUEILLI SOUS RECTOSCOPIE",,,,,,,,6,,,30/07/1997,"259-288"
263,6,5,10,01/01/1996,"OEUFS D'HELMINTHES  :MARGE DE  L'ANUS (SCOTCH TEST)",,,,,,,,2,,,30/07/1997,
264,6,5,25,01/01/1996,"LARVES D'ANGUILLULES (BAERMANN) : RECHERCHE DANS SELLES",,,,,,,"1",7,,,30/07/1997,
266,6,5,25,01/01/1996,"OEUFS DE BILHARZIES : RECHERCHE",,,,,,,,,,,30/07/1997,
267,6,5,10,01/01/1996,"PARASITES : RECH. ET/OU IDENTIF. PAR EX. MACRO. ET/OU MICRO.(DEMODEX)",,,,,,,,2,,,30/07/1997,
268,6,5,30,01/01/1996,"PARASITES : EX. DIRECT ET/OU ENRICHISSEMENT SAUF DANS SANG ET SELLES",,,,,,,,2,,,30/07/1997,
1125,6,5,100,01/01/1996,"HEMATOZOAIRES : RECHERCHE SUR FROTTIS ET EN GOUTTE EPAISSE",,,,,,,,2,,"1",30/07/1997,
1126,6,5,100,01/01/1996,"PARASITES DU SANG AUTRES QUE HEMATOZOAIRES : RECHERCHE",,,,,,,,,,"1",30/07/1997,
269,6,6,40,01/01/1996,"ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB)",,,,,,,"1",,,,01/01/1996,
270,6,6,60,01/01/1996,"ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB)",,,,,,,"1",,,,01/01/1996,
271,6,6,40,01/01/1996,"ANTIBIOGRAMME CHAMPIGNON (FONGIGRAMME) (ATB , FG)",,,,,,,"1",4,,,12/10/1997,
5278,6,6,50,30/07/1997,"CMI BACTERIE AEROBIE",,,,,,,"1",2,,,12/10/1997,
5279,6,6,70,30/07/1997,"CMI BACTERIE ANAEROBIE",,,,,,,"1",2,,,12/10/1997,
5280,6,6,50,30/07/1997,"CMI LEVURES",,,,,,,"1",2,,,12/10/1997,
5290,6,6,50,30/07/1997,"CMI STREPTOCOCCUS PNEUMONIAE",,,,,,,"1",2,,,12/10/1997,
281,6,6,80,01/01/1996,"CMI CHAMPIGNON FILAMENTEUX DE POUSSE LENTE",,,,,,,"1",2,,,30/07/1997,
274,6,6,60,01/01/1996,"MYCOBACTERIE : SENSIBILITE VIS A VIS D'UN ANTIBIO PAR ANTIBIO",,,5,,,,"1",,,,30/07/1997,
5293,6,6,70,30/07/1997,"DOSAGE MICROBIO D'UN ANTIBIOTIQUE CHEZ LE MALADE",,,,,,,,,,,12/10/1997,
5294,6,6,70,30/07/1997,"ACTIVITE ANTIBIOTIQUE GLOBALE D'UN LIQUIDE BIOLOGIQUE",,,,,,,,,,,12/10/1997,
277,6,6,40,01/01/1996,"POUVOIR BACTERICIDE DES ANTIBIOTIQUES ET ASSOC PAR ANTIBIOTIQUE",,,,,,,"1",,,,30/07/1997,
1200,7,2,40,01/08/2000,"IGE TOTALES SERIQUES",,,1,,"1",,,3,,"1",11/02/2011,"1201-1202-1203-1204-1205"
1201,7,2,51,01/08/2000,"IGE SPEC. DEPISTAGE : RECH. PNEUMALLERGENES MELANGES",,,1,,"1",,,3,,"1",11/02/2011,"1200-1203-1204-1205"
1202,7,2,51,01/08/2000,"IGE SPEC. DEPISTAGE : RECH. TROPHALLERGENES MELANGES",,,3,,"1",,,3,,"1",11/02/2011,"1200-1203-1204-1205"
1203,7,2,80,01/08/2000,"IGE SPEC. : IDENTIF. ALLERGENES MULTIPLES SEPARES",,,1,,"1",,,3,,"1",28/01/2004,"1200-1201-1202-1204-1205"
1204,7,2,51,01/08/2000,"IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (PNEUMALLERGENES)",,,5,,"1",,,3,,"1",11/02/2011,"1200-1201-1202-1203"
1205,7,2,51,01/08/2000,"IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (TROPHALLERGENES)",,,5,,"1",,,3,,"1",11/02/2011,"1200-1201-1202-1203"
966,7,2,51,25/11/2003,"IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (LATEX)",,,1,,"1",,,3,,"1",11/02/2011,
967,7,2,51,25/11/2003,"IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (VENINS D'HYMENOPTERES)",,,5,,"1",,,3,,"1",11/02/2011,
968,7,2,51,25/11/2003,"IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (MEDICAMENTS)",,,5,,"1",,,3,,"1",11/02/2011,
969,7,2,80,25/11/2003,"TRYPTASE (SANG)",,,1,,"1",,,3,,"1",19/01/2010,
823,7,2,100,30/07/1997,"ECP (EOSINO CATIONIQUE PROTEINE)",,,1,,"1",,,3,,"1",28/01/2004,
1451,7,3,35,01/01/1996,"MAI NSO:F. RHUMATOIDES GROUPE 1 : IG ANIMALES (WAALER-ROSE..)",,,1,,"1",,,7,,"1",31/01/2012,
1452,7,3,35,01/01/1996,"MAI NSO : F. RHUMATOIDES GROUPE 2 : IG HUMAINES (LATEX, ...)",,,1,,"1",,,7,,"1",31/01/2012,
1453,7,3,40,01/01/1996,"MAI NSO : AUTOAC ANTINUCLEAIRES (AAN) PAR IF SUR CELLULES HEP 2",,,1,,"1",,,7,,"1",01/01/1996,
1454,7,3,40,01/01/1996,"MAI NSO : AC ANTI-ADN NATIF PAR IFI SUR SANG",,,1,,"1",,"1",7,,"1",27/03/1997,1455
1554,7,3,40,14/02/1997,"MAI NSO : AC ANTI-ADN NATIF PAR IFI SUR AUTRE LIQ BIOL QUE SANG",,,1,,"1",,,7,,,27/03/1997,1555
1455,7,3,70,01/01/1996,"MAI NSO : AC ANTI-ADN NATIF PAR METH. MARQUEUR SUR SANG",,,1,,"1",,"1",7,,"1",27/03/1997,1454
1555,7,3,70,14/02/1997,"MAI NSO : AC ANTI-ADN NATIF PAR METH. MARQUEUR SUR AUTRE LIQ BIOL QUE SANG",,,1,,"1",,,7,,,27/03/1997,1554
1456,7,3,40,01/01/1996,"MAI NSO :  AC ANTIANTIGENES NUCLEAIRES SOLUBLES : DEPISTAGE",,,2,,"1",,"1",3,,"1",01/01/1996,
1457,7,3,70,01/01/1996,"MAI NSO :  AC ANTIANTIGENES NUCLEAIRES SOLUBLES : TITRAGE",,,2,,,,"1",3,,"1",01/01/1996,
1458,7,3,70,01/01/1996,"MAI NSO : AC ANTI-ADN DENATURE : TITRAGE",,,1,,"1",,"1",3,,"1",01/01/1996,
1459,7,3,70,01/01/1996,"MAI NSO : AC ANTIHISTONES : TITRAGE",,,1,,"1",,"1",3,,"1",01/01/1996,
1460,7,3,70,01/01/1996,"MAI NSO : AUTOAC ANTIPHOSPHOLIPIDES (ANTICARDIOLIPINE, ...) : TITRAGE",,,3,,"1",,"1",3,,"1",01/12/1998,
1461,7,3,40,01/01/1996,"MAI NSO : AUTOAC ANTIMITOCHONDRIES DE TYPE 5 PAR IFI : TITRAGE",,,1,,"1",,"1",3,,"1",01/01/1996,
1462,7,3,40,01/01/1996,"MAI NSO : AUTOAC ANTICYTOPLASME DE PNN (ANCA) PAR IFI : TITRAGE",,,1,,"1",,,3,,"1",01/01/1996,
1463,7,3,70,01/01/1996,"MAI NSO : AUTOAC ANTICYTOPLASME DE PNN (ANCA) :T.MARQUEUR: SPECIFICITE",,,1,,"1",,"1",3,,"1",01/01/1996,
1827,7,3,60,05/11/2008,"MAI NSO : AC ANTIPEPTIDES CYCLIQUES CITRULLINES (AC ANTI-CCP)",,,1,,"1",,,3,,"1",25/12/2008,
1180,7,3,380,01/01/1996,"GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE I",,,1,,"1","1",,3,,"1",08/02/2009,
1181,7,3,700,01/01/1996,"GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE II",,,1,,"1","1",,3,,"1",01/01/1996,
1183,7,3,70,30/07/1997,"IMMUNCOMPLEXES CIRCULANTS (ICC, CIC) (SANG)",,,1,,,,,3,,"1",12/10/1997,
1465,7,3,80,01/01/1996,"HEPATOPATHIES : AUTOAC ANTITISSUS ET ANTINUCLEAIRES",,,1,,"1",,,3,,"1",01/01/1996,"1466-1469-1470"
1466,7,3,40,01/01/1996,"HEPATOPATHIES : AC ANTIMUSCLE LISSE : TITRAGE",,,1,,"1",,,3,,"1",01/01/1996,1465
1467,7,3,40,01/01/1996,"HEPATOPATHIES : AC ANTIMUSCLE LISSE : TYPAGE",,,1,,"1",,"1",7,,"1",01/01/1996,1468
1468,7,3,70,01/01/1996,"HEPATOPATHIES : AC ANTIACTINE : TITRAGE PAR T. MARQUEUR",,,1,,"1",,"1",3,,"1",01/01/1996,1467
1469,7,3,40,01/01/1996,"HEPATOPATHIES : AC ANTIMITOCHONDRIES : TITRAGE PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,1465
1470,7,3,70,01/01/1996,"HEPATOPATHIES : AC ANTIMITOCHONDRIES : TITRAGE PAR T. MARQUEUR",,,1,,"1",,,3,,"1",01/01/1996,1465
1471,7,3,180,01/01/1996,"HEPATOPATHIES : AC ANTIMITOCHONDRIES : TYPAGE PAR IMMUNOBLOT",,,1,,"1",,"1",3,,"1",01/01/1996,
1472,7,3,40,01/01/1996,"HEPATOPATHIES : AC ANTIRETICULUM ENDOPLASMIQUE (LKM, ANTICYTOSOL)",,,1,,"1",,"1",3,,"1",01/01/1996,
1473,7,3,70,01/01/1996,"HEPATOPATHIES : AUTOAC ANTIMEMBRANE NUCLEAIRE : IDENT. CIBLES",,,2,,"1",,"1",3,,"1",01/01/1996,
1828,7,3,60,05/11/2008,"M. COELIAQUE : AUTOANTICORPS ANTITRANSGLUTAMINASE (IGA)",,,1,,"1",,,3,,"1",25/12/2008,
1829,7,3,60,05/11/2008,"M. COELIAQUE : AUTOANTICORPS ANTITRANSGLUTAMINASE (IGG)",,,1,,"1",,,3,,"1",25/12/2008,
1830,7,3,40,05/11/2008,"M. COELIAQUE : AUTOANTICORPS ANTIENDOMYSIUM (IGA)",,,1,,"1",,,3,,"1",25/12/2008,
1831,7,3,40,05/11/2008,"M. COELIAQUE : AUTOANTICORPS ANTIENDOMYSIUM (IGG)",,,1,,"1",,,3,,"1",25/12/2008,
1478,7,3,100,01/01/1996,"THROMBOPENIES : TEST DIRECT  MISE EN EVIDENCE IG ASSOC. AUX PLAQ. (DIXON, ...)",,,1,,"1",,,7,,"1",01/01/1996,
1479,7,3,100,01/01/1996,"THROMBOPENIES : AUTOAC ANTIPLAQ.  : IDENT. CIBLE IMMUNOCAPTURE MAIPA",,,3,,"1",,"1",3,,"1",01/01/1996,
1480,7,3,180,01/01/1996,"THROMBOPENIES : AUTOAC ANTIPLAQ.  : IDENT. CIBLE IMMUNOBLOT",,,1,,"1",,"1",3,,"1",01/01/1996,
1481,7,3,40,01/01/1996,"D.I.D. : AC ANTICELLULES D'ILOTS DE LANGERHANS : TITRAGE PAR IFI",,,1,,"1",,,3,,"1",28/01/2004,1800
1800,7,3,120,26/11/2003,"DID : ANTICORPS ANTI-IA2",,,1,,"1",,,3,,"1",28/01/2004,1481
1482,7,3,150,01/01/1996,"D.I.D. : AUTOANTICORPS ANTI-INSULINE",,,1,,"1",,,3,,"1",28/01/2004,
7890,7,3,120,30/07/1997,"DID : ANTICORPS ANTI GAD",,,1,,"1",,,3,,"1",28/01/2004,
1483,7,3,40,01/01/1996,"THYROIDE  : AUTOAC ANTITHYROGLOBULINE PAR HEMAGGLUTINATION",,,1,,"1",,,3,,"1",01/01/1996,1484
1484,7,3,65,01/01/1996,"THYROIDE  : AUTOAC ANTITHYROGLOBULINE PAR METH MARQUEUR",,,1,,"1",,,3,,"1",11/11/2007,1483
1485,7,3,40,01/01/1996,"THYROIDE : AUTOAC ANTIMICROSOMES THYROIDIENS PAR  HEMAGGLUTINATION",,,1,,"1",,,3,,"1",01/01/1996,"1486-1487"
1486,7,3,40,01/01/1996,"THYROIDE : AUTOAC ANTIMICROSOMES THYROIDIENS PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,"1485-1487"
1487,7,3,64,01/01/1996,"THYROIDE : AUTOAC ANTITHYROPEROXYDASE PAR METH MARQUEUR",,,1,,"1",,,3,,"1",01/04/2017,"1485-1486"
1488,7,3,100,01/01/1996,"THYROIDE : AUTOAC ANTIRECEPTEURS DE TSH",,,1,,"1",,,3,,"1",01/04/2017,
1489,7,3,40,01/01/1996,"SURRENALES : AUTOAC ANTISURRENALE PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,
1490,7,3,40,01/01/1996,"TRACTUS DIGESTIF : AUTOAC ANTICELLULES PARIETALES DE L'ESTOMAC PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,
1491,7,3,70,01/01/1996,"TRACTUS DIGESTIF : AUTOAC ANTIFACTEUR INTRINSEQUE PAR METH MARQUEUR",,,1,,"1",,,3,,"1",01/01/1996,
1492,7,3,100,01/01/1996,"SYSTEME NERVEUX : AUTOAC ANTIRECEPTEURS DE L'ACETYLCHOLINE",,,1,,"1",,,3,,"1",01/01/1996,
1493,7,3,40,01/01/1996,"MAI : AUTOAC ANTIMEMBRANE BASALE D'EPITH. MALPIGHIEN",,,1,,"1",,,3,,"1",01/01/1996,
1494,7,3,40,01/01/1996,"MAI : AUTOAC ANTISUBSTANCE INTERCELL. D'EPITH. MALPIGHIEN PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,
1495,7,3,40,01/01/1996,"MAI : AUTOAC CELLULES PRODUCTRICES DE STEROIDES PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,
1496,7,3,40,01/01/1996,"MAI : AUTOAC ANTIMEMB. BASALE GLOMERUL. PAR IFI",,,1,,"1",,,3,,"1",01/01/1996,
1497,7,3,70,01/01/1996,"MAI : AUTOAC ANTIMEMB. BASALE GLOMERUL. PAR METH MARQUEUR",,,1,,"1",,,3,,"1",01/01/1996,
1498,7,3,40,01/01/1996,"MAI : AUTOAC SPECIF. D'AUTRES ORGANES PAR IFI",,,,,"1",,,3,,"1",01/12/1998,
1301,7,4,60,01/01/1996,"BORRELIOSE (LYME) : SD DE DEPISTAGE",,,2,,,,,7,,"1",07/02/2009,3301
1302,7,4,150,01/01/1996,"BORRELIOSE (LYME) : SD DE CONTROLE",,,1,,,,"1",7,,"1",11/02/2011,
1305,7,4,45,01/01/1996,"BRUCELLOSES : SD (WRIGHT, ROSE BENGALE)",,,1,,,,,7,,"1",11/12/2005,3305
1308,7,4,60,01/01/1996,"INF. PULMONAIRES A CHLAMYDIA PNEUMONIAE : SD",,,1,,,,,7,,"1",11/12/2005,"1307-3307-3308"
3308,7,4,90,01/01/1996,"INF. PULMONAIRES A CHLAMYDIA PNEUMONIAE : SD + ITERATIF",,,1,,,,,7,,"1",11/12/2005,"1307-1308-3307"
1309,7,4,60,01/01/1996,"INF. PULMONAIRES A CHLAMYDIA PSITTACI : SD",,,1,,,,,7,,"1",11/12/2005,"1307-3307-3309"
3309,7,4,90,01/01/1996,"INF. PULMONAIRES A CHLAMYDIA PSITTACI : SD + ITERATIF",,,1,,,,,7,,"1",11/12/2005,"1307-1309-3307"
1310,7,4,30,01/01/1996,"INF. A CAMPYLOBACTER : SD",,,1,,,,,7,,"1",11/12/2005,3310
3310,7,4,45,01/01/1996,"INF. A CAMPYLOBACTER : SD + ITERATIF",,,1,,,,,7,,"1",11/12/2005,1310
1311,7,4,60,01/01/1996,"INF. A HELICOBACTER PYLORI : SD",,,1,,,,,7,,"1",11/12/2005,3311
3311,7,4,90,20/09/2005,"INF. A HELICOBACTER PYLORI : SD + ITERATIF",,,1,,,,,7,,"1",11/12/2005,1311
1336,7,4,60,01/01/1996,"LEGIONELLOSES : SD DE DEPISTAGE",,,1,,,,,7,,"1",11/12/2005,
1337,7,4,120,01/01/1996,"LEGIONELLOSES : SD : TITRAGE AVEC 6 AG ET PLUS",,,1,,"1",,,7,,"1",11/12/2005,3337
3337,7,4,180,20/09/2005,"LEGIONELLOSES : SD : TITRAGE AVEC 6 AG ET PLUS + ITERATIF",,,1,,,,"1",7,,"1",11/12/2005,1337
1313,7,4,30,01/01/1996,"MYCOPLASMOSES RESPIRATOIRES : SD : AC TOTAUX",,,1,,,,,7,,"1",11/12/2005,"1246-3246-3313"
3313,7,4,45,01/01/1996,"MYCOPLASMOSES RESPIRATOIRES : SD : AC TOTAUX + ITERATIF",,,1,,,,,7,,"1",11/12/2005,"1246-1313-3246"
1246,7,4,50,20/09/2005,"MYCOPLASMOSES RESPIRATOIRES : SD : IGG",,,1,,,,,7,,"1",19/01/2010,"1313-3246-3313"
3246,7,4,90,20/09/2005,"MYCOPLASMOSES RESPIRATOIRES : SD : IGG + ITERATIF",,,1,,,,,7,,"1",11/12/2005,"1246-1313-3313"
1247,7,4,50,20/09/2005,"MYCOPLASMOSES RESPIRATOIRES : SD : IGM",,,1,,"1",,"1",7,,"1",19/01/2010,3247
3247,7,4,90,20/09/2005,"MYCOPLASMOSES RESPIRATOIRES : SD : IGM + ITERATIF",,,1,,"1",,"1",7,,"1",11/12/2005,1247
1316,7,4,40,01/01/1996,"FIEVRE Q (COXIELLA BURNETTI) : SD DE DEPISTAGE",,,1,,,,,7,,"1",11/12/2005,3316
1248,7,4,60,20/09/2005,"FIEVRE Q (COXIELLA BURNETTI) : SD : TITRAGE AG PHASE II",,,1,,,,"1",7,,"1",11/12/2005,3248
3248,7,4,90,20/09/2005,"FIEVRE Q (COXIELLA BURNETTI) : SD : TITRAGE AG PHASE II + ITERATIF",,,1,,,,"1",7,,"1",11/12/2005,1248
1249,7,4,120,20/09/2005,"FIEVRE Q CHRONIQUE (COXIELLA BURNETTI) : SD : IGG ET IGA",,,1,,,,,7,,"1",11/12/2005,3249
3249,7,4,180,20/09/2005,"FIEVRE Q CHRONIQUE (COXIELLA BURNETTI) : SD : IGG ET IGA + ITERATIF",,,1,,,,,7,,"1",11/12/2005,1249
1317,7,4,40,01/01/1996,"RICKETTSIOSES (RICKETTSIA CONORII, RICKETTSIA TYPHI) : SD DE DEPISTAGE",,,1,,,,,7,,"1",11/12/2005,3317
1318,7,4,60,01/01/1996,"RICKETTSIOSES (RICKETTSIA CONORII, RICKETTSIA TYPHI) : SD : TITRAGE",,,1,,,,"1",7,,"1",11/12/2005,3318
3318,7,4,90,01/01/1996,"RICKETTSIOSES (RICKETTSIA CONORII, RICKETTSIA TYPHI) : SD : TITRAGE + ITERATIF",,,1,,,,"1",7,,"1",11/12/2005,1318
1319,7,4,40,01/01/1996,"SALMONELLOSES : SD (TAB OU WIDAL ET FELIX)",,,1,,,,,7,,"1",11/12/2005,3319
1323,7,4,20,01/01/1996,"STREPTOCOCCIES : UNE ANTI-ENZYME STREPTOCOCCIQUE",,,1,,,,,7,,"1",11/02/2011,1324
1324,7,4,40,01/01/1996,"STREPTOCOCCIES : ANTI-ENZYMES STREPTOCOCCIQUES (2 OU PLUSIEURS)",,,1,,,,,7,,"1",11/02/2011,1323
1326,7,4,20,01/01/1996,"SYPHILIS : SD DE DEPISTAGE",,,1,,,,,7,"1","1",11/12/2005,1327
1327,7,4,30,01/01/1996,"SYPHILIS : SD : TITRAGES",,,1,,,,"1",7,,"1",11/02/2011,1326
1250,7,4,180,20/09/2005,"SYPHILIS : SD : CONFIRMATION IGG",,,1,,,,"1",7,,"1",11/12/2005,
1330,7,4,60,01/01/1996,"SYPHILIS : SD : RECH. DES IGM",,,1,,,,,7,,"1",11/12/2005,
1251,7,4,180,20/09/2005,"SYPHILIS : SD : CONFIRMATION IGM",,,1,,,,"1",7,,"1",11/12/2005,
1331,7,4,40,01/01/1996,"MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD DE DEPISTAGE",,,1,,,,,7,,"1",11/12/2005,3331
1252,7,4,60,20/09/2005,"MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD : TITRAGE",,,1,,,,"1",7,,"1",11/12/2005,3252
3252,7,4,90,20/09/2005,"MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD : TITRAGE + ITERATIF",,,1,,,,"1",7,,"1",11/12/2005,1252
1332,7,4,50,01/01/1996,"TETANOS : SD",,,1,,,,,7,,"1",11/02/2011,
1333,7,4,40,01/01/1996,"TULAREMIE : SD",,,1,,,,,7,,"1",11/12/2005,3333
1334,7,4,30,01/01/1996,"YERSINIOSES : SD (1 AG)",,,1,,,,,7,,"1",11/12/2005,"1335-3334-3335"
1335,7,4,90,01/01/1996,"YERSINIOSES : SD (3 AG ET +)",,,1,,,,,7,,"1",11/12/2005,"1334-3334-3335"
4301,7,5,90,01/01/1996,"AMIBIASE : SD DE DEPISTAGE PAR 2 TECHN.",,,1,,,,,7,,"1",01/01/1996,6301
4302,7,5,90,01/01/1996,"AMIBIASE : SD DE CONFIRMATION PAR COES",,,1,,,,"1",7,,"1",01/01/1996,4303
4303,7,5,120,01/01/1996,"AMIBIASE : SD DE CONFIRMATION PAR IELP",,,1,,,,"1",7,,"1",01/01/1996,4302
6301,7,5,68,01/01/1996,"AMIBIASE : SUIVI DU SD DE DEPISTAGE PAR 1 TECHN. + ITERATIF",,,1,,,,,7,,"1",01/01/1996,4301
